Date,1st instar,2nd instar,3rd instar,4th instar,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs
2017-04-06 12:00 AM,,,,2,1,5,4,5,1,,,5,"40,56,78,127,94"
2017-04-08 12:00 AM,,,,,2,4,4,5,,1,,,
2017-04-10 12:00 AM,,,,,1,3,3,5,2,1,,,
2017-04-12 12:00 AM,,,,,,4,1,2,2,3,,1,15
2017-04-14 12:00 AM,13,,,,,3,,1,1,1,,,
2017-04-16 12:00 AM,119,,,,,3,1,1,,,,1,19
2017-04-18 12:00 AM,216,,,,,3,1,,,1,,,
2017-04-20 12:00 AM,139,21,,,,3,,,1,,,,
2017-04-22 12:00 AM,34,62,,,,1,2,,,,,,
2017-04-24 12:00 AM,3,53,19,,,,2,,,,,,
2017-04-26 12:00 AM,3,16,43,,,,2,,,,,,
2017-04-28 12:00 AM,,5,51,,,,1,,1,,,,
2017-04-30 12:00 AM,,2,46,,,,1,,,,,,
2017-05-02 12:00 AM,,2,24,12,,,,,1,,,,
2017-05-04 12:00 AM,,2,17,17,2,13,,1,,,,,
2017-05-06 12:00 AM,,,8,13,10,,,,,,,,
2017-05-08 12:00 AM,,,5,9,10,1,,,,,,,
2017-05-10 12:00 AM,,,1,8,11,3,,,,,,,
2017-05-12 12:00 AM,,,3,4,9,6,,,,,,,
2017-05-14 12:00 AM,,,1,2,3,13,,,,,,,
2017-05-16 12:00 AM,,,1,2,2,14,,,,,,,
2017-05-18 12:00 AM,,,,1,1,16,,,,,,,
2017-05-20 12:00 AM,,,,1,,15,,1,,,,,
2017-05-22 12:00 AM,,,,,,8,2,4,,,,,
2017-05-24 12:00 AM,,,,,,3,4,6,,,,4,"30,33,124,27"
2017-05-26 12:00 AM,,,,,,1,4,3,2,3,,5,"24,81,133,87,211"
2017-05-28 12:00 AM,,,,,,1,2,1,2,2,,,
2017-05-30 12:00 AM,16,,,,,1,,,2,1,,,
2017-06-01 12:00 AM,136,,,,,,,,,,,,
2017-06-03 12:00 AM,194,21,,,,,,,,,,,
2017-06-05 12:00 AM,97,16,39,,,,,,,,,,
2017-06-07 12:00 AM,36,37,38,,,,,,,,,,
2017-06-09 12:00 AM,3,22,47,,,,,,,,,,
2017-06-11 12:00 AM,1,8,63,,,,,,,,,,
2017-06-13 12:00 AM,,2,47,10,,,,,,,,,
2017-06-15 12:00 AM,,3,27,17,9,,,,,,,,
2017-06-17 12:00 AM,,,22,14,14,,,,,,,,
2017-06-19 12:00 AM,,,15,16,18,,,,,,,,
2017-06-21 12:00 AM,,,7,9,19,8,,,,,,,
2017-06-23 12:00 AM,,,5,4,19,10,,,,,,,
2017-06-25 12:00 AM,,,,,,,,,,,,,
2017-06-27 12:00 AM,,,1,2,9,22,,,,,,,
2017-06-29 12:00 AM,,,,1,6,25,,,,,,,
2017-07-01 12:00 AM,,,,1,4,27,,1,,,,,
2017-07-03 12:00 AM,,,,1,2,18,4,3,,,,1,48
2017-07-05 12:00 AM,,,,,2,15,4,3,,,,,
2017-07-07 12:00 AM,,,,,1,9,5,3,2,1,,1,40
2017-07-09 12:00 AM,,,,,,5,2,3,,,,,
2017-07-11 12:00 AM,,,,,,3,2,1,3,1,,,
2017-07-13 12:00 AM,,,,,,2,3,,,1,,1,64
2017-07-15 12:00 AM,,,,,,2,2,,1,,,,
2017-07-17 12:00 AM,15,,,,,1,1,,,1,,,
2017-07-19 12:00 AM,17,,,,,,,,1,,,,
2017-07-21 12:00 AM,17,6,,,,,,,,,,,
2017-07-23 12:00 AM,14,1,7,,,,,,,,,,
2017-07-25 12:00 AM,,,,,,,,,,,,,
2017-07-27 12:00 AM,7,5,5,,,,,,,,,,
2017-07-29 12:00 AM,,4,5,,,,,,,,,,
2017-07-31 12:00 AM,,,10,,,,,,,,,,
2017-08-02 12:00 AM,,,5,1,,,,,,,,,
2017-08-04 12:00 AM,,,3,4,,,,,,,,,
2017-08-06 12:00 AM,,,3,1,4,,,,,,,,
2017-08-08 12:00 AM,,,,2,3,1,,,,,,,
2017-08-10 12:00 AM,,,,1,2,4,,,,,,,
2017-08-12 12:00 AM,,,,1,2,4,,,,,,,
2017-08-14 12:00 AM,,,,,2,5,,,,,,,
2017-08-16 12:00 AM,,,,,,5,,,,,,,
2017-08-18 12:00 AM,,,,,,3,2,,,,,,
2017-08-20 12:00 AM,,,,,,1,1,,2,,,,
2017-08-22 12:00 AM,,,,,,,1,,,1,,,
2017-08-24 12:00 AM,,,,,,,1,,,,,,
2017-08-26 12:00 AM,,,,,,,1,,,,,,
2017-08-28 12:00 AM,,,,,,,1,,,,,,
2017-08-30 12:00 AM,,,,,,,,,1,,,,
2017-09-01 12:00 AM,,,,,,,,,,,,,
2017-09-03 12:00 AM,,,,,,,,,,,,,
2017-09-05 12:00 AM,,,,,,,,,,,,,
2017-09-07 12:00 AM,,,,,,,,,,,,,
2017-09-09 12:00 AM,,,,,,,,,,,,,
2017-09-11 12:00 AM,,,,,,,,,,,,,
2017-09-13 12:00 AM,,,,,,,,,,,,,
2017-09-15 12:00 AM,,,,,,,,,,,,,
2017-09-17 12:00 AM,,,,,,,,,,,,,
2017-09-19 12:00 AM,,,,,,,,,,,,,
2017-09-21 12:00 AM,,,,,,,,,,,,,
2017-09-23 12:00 AM,,,,,,,,,,,,,
2017-09-25 12:00 AM,,,,,,,,,,,,,
2017-09-27 12:00 AM,,,,,,,,,,,,,
2017-09-29 12:00 AM,,,,,,,,,,,,,
